,Category Name,Category Code,Subcategory Name,Variable Name,Variable Code,Geography,Units, 
204,Local Foods,LOCAL,Farms & Crop Acreage,"Vegetable acres harvested for fresh market, 2012",FRESHVEG_ACRES12,CNTY10,Acres,
205,Local Foods,LOCAL,Farms & Crop Acreage,"Vegetable acres harvested for fresh market (% change), 2007 - 12",PCH_FRESHVEG_ACRES_07_12,CNTY10,% change,
206,Local Foods,LOCAL,Farms & Crop Acreage,"Vegetable acres harvested for fresh market/1,000 pop, 2007",FRESHVEG_ACRESPTH07,CNTY10,"Acres/1,000 pop",
207,Local Foods,LOCAL,Farms & Crop Acreage,"Vegetable acres harvested for fresh market/1,000 pop, 2012",FRESHVEG_ACRESPTH12,CNTY10,"Acres/1,000 pop",
208,Local Foods,LOCAL,Farms & Crop Acreage,"Vegetable acres harvested for fresh market/1,000 pop (% change), 2007 - 12",PCH_FRESHVEG_ACRESPTH_07_12,CNTY10,% change,
209,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard farms, 2007",ORCHARD_FARMS07,CNTY10,Count,
210,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard farms, 2012",ORCHARD_FARMS12,CNTY10,Count,
211,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard farms (% change), 2007 - 12",PCH_ORCHARD_FARMS_07_12,CNTY10,% change,
212,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard acres, 2007",ORCHARD_ACRES07,CNTY10,Acres,
213,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard acres, 2012",ORCHARD_ACRES12,CNTY10,Acres,
214,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard acres (% change), 2007 - 12",PCH_ORCHARD_ACRES_07_12,CNTY10,% change,
215,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard acres/1,000 pop, 2007",ORCHARD_ACRESPTH07,CNTY10,"Acres/1,000 pop",
216,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard acres/1,000 pop, 2012",ORCHARD_ACRESPTH12,CNTY10,"Acres/1,000 pop",
217,Local Foods,LOCAL,Farms & Crop Acreage,"Orchard acres/1,000 pop (% change), 2007 - 12",PCH_ORCHARD_ACRESPTH_07_12,CNTY10,% change,
218,Local Foods,LOCAL,Farms & Crop Acreage,"Berry farms, 2007",BERRY_FARMS07,CNTY10,Count,
219,Local Foods,LOCAL,Farms & Crop Acreage,"Berry farms, 2012",BERRY_FARMS12,CNTY10,Count,
220,Local Foods,LOCAL,Farms & Crop Acreage,"Berry farms (% change), 2007 - 12",PCH_BERRY_FARMS_07_12,CNTY10,% change,
221,Local Foods,LOCAL,Farms & Crop Acreage,"Berry acres, 2007",BERRY_ACRES07,CNTY10,Acres,
222,Local Foods,LOCAL,Farms & Crop Acreage,"Berry acres, 2012",BERRY_ACRES12,CNTY10,Acres,
223,Local Foods,LOCAL,Farms & Crop Acreage,"Berry acres (% change), 2007 - 12",PCH_BERRY_ACRES_07_12,CNTY10,% change,
224,Local Foods,LOCAL,Farms & Crop Acreage,"Berry acres/1,000 pop, 2007",BERRY_ACRESPTH07,CNTY10,"Acres/1,000 pop",
225,Local Foods,LOCAL,Farms & Crop Acreage,"Berry acres/1,000 pop, 2012",BERRY_ACRESPTH12,CNTY10,"Acres/1,000 pop",
226,Local Foods,LOCAL,Farms & Crop Acreage,"Berry acres/1,000 pop (% change), 2007 - 12",PCH_BERRY_ACRESPTH_07_12,CNTY10,% change,
227,Local Foods,LOCAL,Farms & Crop Acreage,"Small slaughterhouse facilities, 2007",SLHOUSE07,CNTY10,Count,
228,Local Foods,LOCAL,Farms & Crop Acreage,"Small slaughterhouse facilities, 2012",SLHOUSE12,CNTY10,Count,
229,Local Foods,LOCAL,Farms & Crop Acreage,"Small slaughterhouse facilities (% change), 2007 - 12",PCH_SLHOUSE_07_12,CNTY10,% change,
230,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse vegetable and fresh herb farms, 2007",GHVEG_FARMS07,CNTY10,Count,
231,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse vegetable and fresh herb farms, 2012",GHVEG_FARMS12,CNTY10,Count,
232,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse vegetable and fresh herb farms (% change), 2007 - 12",PCH_GHVEG_FARMS_07_12,CNTY10,% change,
233,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse veg and fresh herb sq feet, 2007",GHVEG_SQFT07,CNTY10,Sq ft,
234,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse veg and fresh herb sq feet, 2012",GHVEG_SQFT12,CNTY10,Sq ft,
235,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse veg and fresh herb sq feet (% change), 2007 - 12",PCH_GHVEG_SQFT_07_12,CNTY10,% change,
236,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse veg and fresh herb sq feet/1,000 pop, 2007",GHVEG_SQFTPTH07,CNTY10,"Sq ft/1,000 pop",
237,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse veg and fresh herb sq feet/1,000 pop, 2012",GHVEG_SQFTPTH12,CNTY10,"Sq ft/1,000 pop",
238,Local Foods,LOCAL,Farms & Crop Acreage,"Greenhouse veg and fresh herb sq feet/1,000 pop (% change), 2007 - 12",PCH_GHVEG_SQFTPTH_07_12,CNTY10,% change,
239,Local Foods,LOCAL,Other Local Food Outlets,"Food hubs, 2016",FOODHUB16,CNTY10,Count,
240,Local Foods,LOCAL,Other Local Food Outlets,"CSA farms, 2007",CSA07,CNTY10,Count,
241,Local Foods,LOCAL,Other Local Food Outlets,"CSA farms, 2012",CSA12,CNTY10,Count,
242,Local Foods,LOCAL,Other Local Food Outlets,"CSA farms (% change), 2007 - 12",PCH_CSA_07_12,CNTY10,% change,
243,Local Foods,LOCAL,Other Local Food Outlets,"Agritourism operations, 2007",AGRITRSM_OPS07,CNTY10,Count,
244,Local Foods,LOCAL,Other Local Food Outlets,"Agritourism operations, 2012",AGRITRSM_OPS12,CNTY10,Count,
245,Local Foods,LOCAL,Other Local Food Outlets,"Agritourism operations (% change), 2007 - 12",PCH_AGRITRSM_OPS_07_12,CNTY10,% change,
246,Local Foods,LOCAL,Other Local Food Outlets,"Agritourism receipts, 2007",AGRITRSM_RCT07,CNTY10,Dollars,
247,Local Foods,LOCAL,Other Local Food Outlets,"Agritourism receipts, 2012",AGRITRSM_RCT12,CNTY10,Dollars,
248,Local Foods,LOCAL,Other Local Food Outlets,"Agritourism receipts (% change), 2007 - 12",PCH_AGRITRSM_RCT_07_12,CNTY10,% change,
249,Local Foods,LOCAL,Other Local Food Outlets,"Farm to school program, 2009",FARM_TO_SCHOOL09,CNTY10,Classification,
250,Local Foods,LOCAL,Other Local Food Outlets,"Farm to school program, 2013",FARM_TO_SCHOOL13,CNTY10,Classification,
251,Health and Physical Activity,HEALTH,Health,"Adult diabetes rate, 2008",PCT_DIABETES_ADULTS08,CNTY10,Percent,
252,Health and Physical Activity,HEALTH,Health,"Adult diabetes rate, 2013",PCT_DIABETES_ADULTS13,CNTY10,Percent,
253,Health and Physical Activity,HEALTH,Health,"Adult obesity rate, 2008",PCT_OBESE_ADULTS08,CNTY10,Percent,
254,Health and Physical Activity,HEALTH,Health,"Adult obesity rate, 2013",PCT_OBESE_ADULTS13,CNTY10,Percent,
255,Health and Physical Activity,HEALTH,Physical Activity,"High schoolers physically active (%), 2015*",PCT_HSPA15,CNTY10,Percent,
256,Health and Physical Activity,HEALTH,Physical Activity,"Recreation & fitness facilities, 2009",RECFAC09,CNTY10,Count,
257,Health and Physical Activity,HEALTH,Physical Activity,"Recreation & fitness facilities, 2014",RECFAC14,CNTY10,Count,
258,Health and Physical Activity,HEALTH,Physical Activity,"Recreation & fitness facilities (% change), 2009-14",PCH_RECFAC_09_14,CNTY10,% change,
259,Health and Physical Activity,HEALTH,Physical Activity,"Recreation & fitness facilities/1,000 pop, 2009",RECFACPTH09,CNTY10,"# per 1,000 pop",
260,Health and Physical Activity,HEALTH,Physical Activity,"Recreation & fitness facilities/1,000 pop, 2014",RECFACPTH14,CNTY10,"# per 1,000 pop",
261,Health and Physical Activity,HEALTH,Physical Activity,"Recreation & fitness facilities/1,000 pop (% change), 2009-14",PCH_RECFACPTH_09_14,CNTY10,% change,
262,Socioeconomic Characteristics,SOCIOECONOMIC,Race & Age,"% White, 2010",PCT_NHWHITE10,CNTY10,Percent,
263,Socioeconomic Characteristics,SOCIOECONOMIC,Race & Age,"% Black, 2010",PCT_NHBLACK10,CNTY10,Percent,
264,Socioeconomic Characteristics,SOCIOECONOMIC,Race & Age,"% Hispanic, 2010",PCT_HISP10,CNTY10,Percent,
265,Socioeconomic Characteristics,SOCIOECONOMIC,Race & Age,"% Asian, 2010",PCT_NHASIAN10,CNTY10,Percent,
266,Socioeconomic Characteristics,SOCIOECONOMIC,Race & Age,"% American Indian or Alaska Native, 2010",PCT_NHNA10,CNTY10,Percent,
267,Socioeconomic Characteristics,SOCIOECONOMIC,Race & Age,"% Hawaiian or Pacific Islander, 2010",PCT_NHPI10,CNTY10,Percent,
268,Socioeconomic Characteristics,SOCIOECONOMIC,Race & Age,"% Population 65 years or older, 2010",PCT_65OLDER10,CNTY10,Percent,
269,Socioeconomic Characteristics,SOCIOECONOMIC,Race & Age,"% Population under age 18, 2010",PCT_18YOUNGER10,CNTY10,Percent,
270,Socioeconomic Characteristics,SOCIOECONOMIC,Income Level,"Median household income, 2015",MEDHHINC15,CNTY10,Dollars,
271,Socioeconomic Characteristics,SOCIOECONOMIC,Income Level,"Poverty rate, 2015",POVRATE15,CNTY10,Percent,
272,Socioeconomic Characteristics,SOCIOECONOMIC,Income Level,"Persistent-poverty counties, 2010",PERPOV10,CNTY10,Legend,
273,Socioeconomic Characteristics,SOCIOECONOMIC,Income Level,"Child poverty rate, 2015",CHILDPOVRATE15,CNTY10,Percent,
274,Socioeconomic Characteristics,SOCIOECONOMIC,Income Level,"Persistent-child-poverty counties, 2010",PERCHLDPOV10,CNTY10,Legend,
275,Socioeconomic Characteristics,SOCIOECONOMIC,Other,"Metro/nonmetro counties, 2010",METRO13,CNTY10,Legend,
276,Socioeconomic Characteristics,SOCIOECONOMIC,Other,"Population-loss counties, 2010",POPLOSS10,CNTY10,Legend,
277,,,,33% of the population or more with low access,USDA Model Percent,,,
278,,,,500 people or more with low access,USDA Model Count,,,
279,,,,Both 500 people or more and 33% of the population or more with low access,USDA Model And,,,
280,,,,Either 500 people or more or 33% of the population or more with low access,USDA Model Or,,,
0,,,,State-County FIPS Code,FIPStxt,,,
1,,,,State Abbreviation,State,,,
2,,,,Area name,Area_name,,,
3,,,,"Rural-urban Continnuum Code, 2003",Rural-urban_Continuum_Code_2003,,,
4,,,,"Urban Influence Code, 2003",Urban_Influence_Code_2003,,,
5,,,,"Rural-urban Continnuum Code, 2013",Rural-urban_Continuum_Code_2013,,,
6,,,,"Urban Influence Code, 2013",Urban_Influence_Code_2013,,,
7,,,,Estimate of people of all ages in poverty 2017,POVALL_2017,,,
8,,,,90% confidence interval lower bound of estimate of people of all ages in poverty 2017,CI90LBAll_2017,,,
9,,,,90% confidence interval upper bound of estimate of people of all ages in poverty 2017,CI90UBALL_2017,,,
10,,,,Estimated percent of people of all ages in poverty 2017,PCTPOVALL_2017,,,
11,,,,90% confidence interval lower bound of estimate of percent of people of all ages in poverty 2017,CI90LBALLP_2017,,,
12,,,,90% confidence interval upper bound of estimate of percent of people of all ages in poverty 2017,CI90UBALLP_2017,,,
13,,,,Estimate of people age 0-17 in poverty 2017,POV017_2017,,,
14,,,,90% confidence interval lower bound of estimate of people age 0-17 in poverty 2017,CI90LB017_2017,,,
15,,,,90% confidence interval upper bound of estimate of people age 0-17 in poverty 2017,CI90UB017_2017,,,
16,,,,Estimated percent of people age 0-17 in poverty 2017,PCTPOV017_2017,,,
17,,,,90% confidence interval lower bound of estimate of percent of people age 0-17 in poverty 2017,CI90LB017P_2017,,,
18,,,,90% confidence interval upper bound of estimate of percent of people age 0-17 in poverty 2017,CI90UB017P_2017,,,
19,,,,Estimate of related children age 5-17 in families in poverty 2017,POV517_2017,,,
20,,,,90% confidence interval lower bound of estimate of related children age 5-17 in families in poverty 2017,CI90LB517_2017,,,
21,,,,90% confidence interval upper bound of estimate of related children age 5-17 in families in poverty 2017,CI90UB517_2017,,,
22,,,,Estimated percent of related children age 5-17 in families in poverty 2017,PCTPOV517_2017,,,
23,,,,90% confidence interval lower bound of estimate of percent of related children age 5-17 in families in poverty 2017,CI90LB517P_2017,,,
24,,,,90% confidence interval upper bound of estimate of percent of related children age 5-17 in families in poverty 2017,CI90UB517P_2017,,,
25,,,,Estimate of median household income 2017,MEDHHINC_2017,,,
26,,,,90% confidence interval lower bound of estimate of median household income 2017,CI90LBINC_2017,,,
27,,,,90% confidence interval upper bound of estimate of median household income 2017,CI90UBINC_2017,,,
28,,,,Estimate of children ages 0 to 4 in poverty 2017 (available for the U.S. and State total only),POV04_2017,,,
29,,,,90% confidence interval lower bound of estimate of children ages 0 to 4 in poverty 2017,CI90LB04_2017,,,
30,,,,90% confidence interval upper bound of estimate of children ages 0 to 4 in poverty 2017,CI90UB04_2017,,,
31,,,,Estimated percent of children ages 0 to 4 in poverty 2017,PCTPOV04_2017,,,
32,,,,90% confidence interval lower bound of estimate of percent of children ages 0 to 4 in poverty 2017,CI90LB04P_2017,,,
33,,,,90% confidence interval upper bound of estimate of percent of children ages 0 to 4 in poverty 2017,CI90UB04P_2017,,,
0,,,,State-County FIPS Code,FIPS_Code,,,
1,,,,State Abbreviation,State,,,
2,,,,State or County name,Area_name,,,
3,,,,"Rural-urban Continuum Code, 2013",Rural_urban_continuum_code_2013,,,https://www.ers.usda.gov/data-products/rural-urban-continuum-codes/
4,,,,"Urban Influence Code, 2013",Urban_influence_code_2013,,,https://www.ers.usda.gov/data-products/urban-influence-codes/
5,,,,Metro nonmetro dummy 0=Nonmetro 1=Metro (Based on 2013 OMB Metropolitan Area delineation) ,Metro_2013,,,
6,,,,"Civilian labor force annual average, 2007",Civilian_labor_force_2007,,,
7,,,,"Number employed annual average, 2007",Employed_2007,,,
8,,,,"Number unemployed annual average, 2007",Unemployed_2007,,,
9,,,,"Unemployment rate, 2007",Unemployment_rate_2007,,,
10,,,,"Civilian labor force annual average, 2008",Civilian_labor_force_2008,,,
11,,,,"Number employed annual average, 2008",Employed_2008,,,
12,,,,"Number unemployed annual average, 2008",Unemployed_2008,,,
13,,,,"Unemployment rate, 2008",Unemployment_rate_2008,,,
14,,,,"Civilian labor force annual average, 2009",Civilian_labor_force_2009,,,
15,,,,"Number employed annual average, 2009",Employed_2009,,,
16,,,,"Number unemployed annual average, 2009",Unemployed_2009,,,
17,,,,"Unemployment rate, 2009",Unemployment_rate_2009,,,
18,,,,"Civilian labor force annual average, 2010",Civilian_labor_force_2010,,,
19,,,,"Number employed annual average, 2010",Employed_2010,,,
20,,,,"Number unemployed annual average, 2010",Unemployed_2010,,,
21,,,,"Unemployment rate, 2010",Unemployment_rate_2010,,,
22,,,,"Civilian labor force annual average, 2011",Civilian_labor_force_2011,,,
23,,,,"Number employed annual average, 2011",Employed_2011,,,
24,,,,"Number unemployed annual average, 2011",Unemployed_2011,,,
25,,,,"Unemployment rate, 2011",Unemployment_rate_2011,,,
26,,,,"Civilian labor force annual average, 2012",Civilian_labor_force_2012,,,
27,,,,"Number employed annual average, 2012",Employed_2012,,,
28,,,,"Number unemployed annual average, 2012",Unemployed_2012,,,
29,,,,"Unemployment rate, 2012",Unemployment_rate_2012,,,
30,,,,"Civilian labor force annual average, 2013",Civilian_labor_force_2013,,,
31,,,,"Number employed annual average, 2013",Employed_2013,,,
32,,,,"Number unemployed annual average, 2013",Unemployed_2013,,,
33,,,,"Unemployment rate, 2013",Unemployment_rate_2013,,,
34,,,,"Civilian labor force annual average, 2014",Civilian_labor_force_2014,,,
35,,,,"Number employed annual average, 2014",Employed_2014,,,
36,,,,"Number unemployed annual average, 2014",Unemployed_2014,,,
37,,,,"Unemployment rate, 2014",Unemployment_rate_2014,,,
38,,,,"Civilian labor force annual average, 2015",Civilian_labor_force_2015,,,
39,,,,"Number employed annual average, 2015",Employed_2015,,,
40,,,,"Number unemployed annual average, 2015",Unemployed_2015,,,
41,,,,"Unemployment rate, 2015",Unemployment_rate_2015,,,
42,,,,"Civilian labor force annual average, 2016",Civilian_labor_force_2016,,,
43,,,,"Number employed annual average, 2016",Employed_2016,,,
44,,,,"Number unemployed annual average, 2016",Unemployed_2016,,,
45,,,,"Unemployment rate, 2016",Unemployment_rate_2016,,,
46,,,,"Civilian labor force annual average, 2017",Civilian_labor_force_2017,,,
47,,,,"Number employed annual average, 2017",Employed_2017,,,
48,,,,"Number unemployed annual average, 2017",Unemployed_2017,,,
49,,,,"Unemployment rate, 2017",Unemployment_rate_2017,,,
50,,,,"Estimate of Median household Income, 2017",Median_Household_Income_2017,,,
51,,,,"County Household Median Income as a percent of the State Total Median Household Income, 2017",Med_HH_Income_Percent_of_State_Total_2017,,,
